Area_name,Area_type,Average_2018_2019,Category,Count,Variation (%),Week_ending
Inverclyde,HSC partnership,68,Quintile 4,76,11.8,09-Feb-20
Inverclyde,HSC partnership,46,Quintile 5 - least deprived,43,-6.5,09-Feb-20
Midlothian,HSC partnership,69.5,Quintile 1 - most deprived,71,2.2,09-Feb-20
Midlothian,HSC partnership,208.5,Quintile 2,215,3.1,09-Feb-20
Midlothian,HSC partnership,115,Quintile 3,119,3.5,09-Feb-20
Midlothian,HSC partnership,72.5,Quintile 4,86,18.6,09-Feb-20
Midlothian,HSC partnership,65,Quintile 5 - least deprived,55,-15.4,09-Feb-20
Moray,HSC partnership,96,Quintile 2,101,5.2,09-Feb-20
Moray,HSC partnership,125,Quintile 3,122,-2.4,09-Feb-20
Moray,HSC partnership,158.5,Quintile 4,182,14.8,09-Feb-20
Moray,HSC partnership,68,Quintile 5 - least deprived,70,2.9,09-Feb-20
NHS Ayrshire & Arran,Health board,784,Quintile 1 - most deprived,736,-6.1,09-Feb-20
NHS Ayrshire & Arran,Health board,505.5,Quintile 2,468,-7.4,09-Feb-20
NHS Ayrshire & Arran,Health board,304.5,Quintile 3,279,-8.4,09-Feb-20
NHS Ayrshire & Arran,Health board,218,Quintile 4,209,-4.1,09-Feb-20
NHS Ayrshire & Arran,Health board,184.5,Quintile 5 - least deprived,169,-8.4,09-Feb-20
NHS Borders,Health board,45,Quintile 1 - most deprived,46,2.2,09-Feb-20
NHS Borders,Health board,119.5,Quintile 2,109,-8.8,09-Feb-20
NHS Borders,Health board,195.5,Quintile 3,192,-1.8,09-Feb-20
NHS Borders,Health board,167,Quintile 4,170,1.8,09-Feb-20
NHS Borders,Health board,39.5,Quintile 5 - least deprived,36,-8.9,09-Feb-20
NHS Dumfries & Galloway,Health board,127.5,Quintile 1 - most deprived,107,-16.1,09-Feb-20
NHS Dumfries & Galloway,Health board,288,Quintile 2,296,2.8,09-Feb-20
NHS Dumfries & Galloway,Health board,253.5,Quintile 3,244,-3.7,09-Feb-20
NHS Dumfries & Galloway,Health board,111.5,Quintile 4,101,-9.4,09-Feb-20
NHS Dumfries & Galloway,Health board,71,Quintile 5 - least deprived,69,-2.8,09-Feb-20
NHS Fife,Health board,407.5,Quintile 1 - most deprived,471,15.6,09-Feb-20
NHS Fife,Health board,292.5,Quintile 2,333,13.8,09-Feb-20
NHS Fife,Health board,210.5,Quintile 3,222,5.5,09-Feb-20
NHS Fife,Health board,128.5,Quintile 4,150,16.7,09-Feb-20
NHS Fife,Health board,151,Quintile 5 - least deprived,138,-8.6,09-Feb-20
NHS Forth Valley,Health board,246.5,Quintile 1 - most deprived,278,12.8,09-Feb-20
NHS Forth Valley,Health board,322.5,Quintile 2,337,4.5,09-Feb-20
NHS Forth Valley,Health board,184,Quintile 3,198,7.6,09-Feb-20
NHS Forth Valley,Health board,180,Quintile 4,193,7.2,09-Feb-20
NHS Forth Valley,Health board,149,Quintile 5 - least deprived,187,25.5,09-Feb-20
NHS Grampian,Health board,140,Quintile 1 - most deprived,110,-21.4,09-Feb-20
NHS Grampian,Health board,369.5,Quintile 2,361,-2.3,09-Feb-20
NHS Grampian,Health board,358,Quintile 3,344,-3.9,09-Feb-20
NHS Grampian,Health board,481,Quintile 4,551,14.6,09-Feb-20
NHS Grampian,Health board,517.5,Quintile 5 - least deprived,524,1.3,09-Feb-20
NHS Greater Glasgow & Clyde,Health board,3096,Quintile 1 - most deprived,3015,-2.6,09-Feb-20
NHS Greater Glasgow & Clyde,Health board,1246.5,Quintile 2,1118,-10.3,09-Feb-20
NHS Greater Glasgow & Clyde,Health board,875,Quintile 3,842,-3.8,09-Feb-20
NHS Greater Glasgow & Clyde,Health board,750,Quintile 4,710,-5.3,09-Feb-20
NHS Greater Glasgow & Clyde,Health board,804,Quintile 5 - least deprived,773,-3.9,09-Feb-20
NHS Highland,Health board,133.5,Quintile 1 - most deprived,110,-17.6,09-Feb-20
NHS Highland,Health board,223.5,Quintile 2,204,-8.7,09-Feb-20
NHS Highland,Health board,299.5,Quintile 3,309,3.2,09-Feb-20
NHS Highland,Health board,318.5,Quintile 4,325,2,09-Feb-20
NHS Highland,Health board,87.5,Quintile 5 - least deprived,96,9.7,09-Feb-20
NHS Lanarkshire,Health board,1346.5,Quintile 1 - most deprived,1256,-6.7,09-Feb-20
NHS Lanarkshire,Health board,1147.5,Quintile 2,1120,-2.4,09-Feb-20
NHS Lanarkshire,Health board,673.5,Quintile 3,705,4.7,09-Feb-20
NHS Lanarkshire,Health board,497,Quintile 4,468,-5.8,09-Feb-20
NHS Lanarkshire,Health board,306,Quintile 5 - least deprived,348,13.7,09-Feb-20
NHS Lothian,Health board,825,Quintile 1 - most deprived,832,0.8,09-Feb-20
NHS Lothian,Health board,1078,Quintile 2,1085,0.6,09-Feb-20
NHS Lothian,Health board,750,Quintile 3,797,6.3,09-Feb-20
NHS Lothian,Health board,682.5,Quintile 4,689,1,09-Feb-20
NHS Lothian,Health board,888.5,Quintile 5 - least deprived,829,-6.7,09-Feb-20
NHS Orkney,Health board,13.5,Quintile 2,19,40.7,09-Feb-20
NHS Orkney,Health board,37.5,Quintile 3,31,-17.3,09-Feb-20
NHS Orkney,Health board,53.5,Quintile 4,60,12.1,09-Feb-20
NHS Orkney,Health board,12.5,Quintile 5 - least deprived,13,4,09-Feb-20
NHS Shetland,Health board,4.5,Quintile 2,9,100,09-Feb-20
NHS Shetland,Health board,50,Quintile 3,41,-18,09-Feb-20
NHS Shetland,Health board,101,Quintile 4,97,-4,09-Feb-20
NHS Tayside,Health board,328.5,Quintile 1 - most deprived,361,9.9,09-Feb-20
NHS Tayside,Health board,231,Quintile 2,234,1.3,09-Feb-20
NHS Tayside,Health board,281,Quintile 3,316,12.5,09-Feb-20
NHS Tayside,Health board,350,Quintile 4,326,-6.9,09-Feb-20
NHS Tayside,Health board,219,Quintile 5 - least deprived,191,-12.8,09-Feb-20
NHS Western Isles,Health board,22,Quintile 2,26,18.2,09-Feb-20
NHS Western Isles,Health board,70,Quintile 3,69,-1.4,09-Feb-20
NHS Western Isles,Health board,12.5,Quintile 4,5,-60,09-Feb-20
North Ayrshire,HSC partnership,372.5,Quintile 1 - most deprived,335,-10.1,09-Feb-20
North Ayrshire,HSC partnership,138,Quintile 2,167,21,09-Feb-20
North Ayrshire,HSC partnership,70.5,Quintile 3,91,29.1,09-Feb-20
North Ayrshire,HSC partnership,70,Quintile 4,79,12.9,09-Feb-20
North Ayrshire,HSC partnership,43.5,Quintile 5 - least deprived,42,-3.4,09-Feb-20
North Lanarkshire,HSC partnership,956,Quintile 1 - most deprived,885,-7.4,09-Feb-20
North Lanarkshire,HSC partnership,676.5,Quintile 2,677,0.1,09-Feb-20
North Lanarkshire,HSC partnership,374.5,Quintile 3,395,5.5,09-Feb-20
North Lanarkshire,HSC partnership,227.5,Quintile 4,217,-4.6,09-Feb-20
North Lanarkshire,HSC partnership,128,Quintile 5 - least deprived,151,18,09-Feb-20
Orkney Islands,HSC partnership,13.5,Quintile 2,19,40.7,09-Feb-20
Orkney Islands,HSC partnership,37.5,Quintile 3,32,-14.7,09-Feb-20
Orkney Islands,HSC partnership,54.5,Quintile 4,59,8.3,09-Feb-20
Orkney Islands,HSC partnership,12,Quintile 5 - least deprived,12,0,09-Feb-20
Perth & Kinross,HSC partnership,56.5,Quintile 1 - most deprived,54,-4.4,09-Feb-20
Perth & Kinross,HSC partnership,85,Quintile 2,71,-16.5,09-Feb-20
Perth & Kinross,HSC partnership,122,Quintile 3,116,-4.9,09-Feb-20
Perth & Kinross,HSC partnership,182.5,Quintile 4,172,-5.8,09-Feb-20
Perth & Kinross,HSC partnership,73.5,Quintile 5 - least deprived,81,10.2,09-Feb-20
Renfrewshire,HSC partnership,418,Quintile 1 - most deprived,407,-2.6,09-Feb-20
Renfrewshire,HSC partnership,233.5,Quintile 2,198,-15.2,09-Feb-20
Renfrewshire,HSC partnership,194,Quintile 3,190,-2.1,09-Feb-20
Renfrewshire,HSC partnership,146,Quintile 4,144,-1.4,09-Feb-20
Renfrewshire,HSC partnership,152,Quintile 5 - least deprived,128,-15.8,09-Feb-20
Scotland,Scotland,7483,Quintile 1 - most deprived,7324,-2.1,09-Feb-20
Scotland,Scotland,5864,Quintile 2,5719,-2.5,09-Feb-20
Scotland,Scotland,4542.5,Quintile 3,4589,1,09-Feb-20
Scotland,Scotland,4051,Quintile 4,4054,0.1,09-Feb-20
Scotland,Scotland,3432,Quintile 5 - least deprived,3374,-1.7,09-Feb-20
Scottish Borders,HSC partnership,46,Quintile 1 - most deprived,45,-2.2,09-Feb-20
Scottish Borders,HSC partnership,121,Quintile 2,115,-5,09-Feb-20
Scottish Borders,HSC partnership,196,Quintile 3,199,1.5,09-Feb-20
Scottish Borders,HSC partnership,179,Quintile 4,185,3.4,09-Feb-20
Scottish Borders,HSC partnership,36,Quintile 5 - least deprived,36,0,09-Feb-20
Shetland Islands,HSC partnership,4.5,Quintile 2,8,77.8,09-Feb-20
Shetland Islands,HSC partnership,51,Quintile 3,41,-19.6,09-Feb-20
Shetland Islands,HSC partnership,101,Quintile 4,99,-2,09-Feb-20
South Ayrshire,HSC partnership,150,Quintile 1 - most deprived,156,4,09-Feb-20
South Ayrshire,HSC partnership,174,Quintile 2,155,-10.9,09-Feb-20
South Ayrshire,HSC partnership,136.5,Quintile 3,108,-20.9,09-Feb-20
South Ayrshire,HSC partnership,74,Quintile 4,66,-10.8,09-Feb-20
South Ayrshire,HSC partnership,100.5,Quintile 5 - least deprived,97,-3.5,09-Feb-20
South Lanarkshire,HSC partnership,478,Quintile 1 - most deprived,435,-9,09-Feb-20
South Lanarkshire,HSC partnership,567.5,Quintile 2,527,-7.1,09-Feb-20
South Lanarkshire,HSC partnership,369.5,Quintile 3,390,5.5,09-Feb-20
South Lanarkshire,HSC partnership,331,Quintile 4,315,-4.8,09-Feb-20
South Lanarkshire,HSC partnership,175.5,Quintile 5 - least deprived,214,21.9,09-Feb-20
West Dunbartonshire,HSC partnership,170,Quintile 1 - most deprived,200,17.6,09-Feb-20
West Dunbartonshire,HSC partnership,91.5,Quintile 2,84,-8.2,09-Feb-20
West Dunbartonshire,HSC partnership,49,Quintile 3,45,-8.2,09-Feb-20
West Dunbartonshire,HSC partnership,28.5,Quintile 4,36,26.3,09-Feb-20
West Dunbartonshire,HSC partnership,16.5,Quintile 5 - least deprived,11,-33.3,09-Feb-20
West Lothian,HSC partnership,233,Quintile 1 - most deprived,227,-2.6,09-Feb-20
West Lothian,HSC partnership,316,Quintile 2,334,5.7,09-Feb-20
West Lothian,HSC partnership,227.5,Quintile 3,240,5.5,09-Feb-20
West Lothian,HSC partnership,164.5,Quintile 4,157,-4.6,09-Feb-20
West Lothian,HSC partnership,125,Quintile 5 - least deprived,127,1.6,09-Feb-20
Western Isles,HSC partnership,25,Quintile 2,30,20,09-Feb-20
Western Isles,HSC partnership,75.5,Quintile 3,79,4.6,09-Feb-20
Western Isles,HSC partnership,12,Quintile 4,5,-58.3,09-Feb-20
Aberdeen City,HSC partnership,108.5,Quintile 1 - most deprived,101,-6.9,16-Feb-20
Aberdeen City,HSC partnership,229,Quintile 2,228,-0.4,16-Feb-20
Aberdeen City,HSC partnership,134,Quintile 3,119,-11.2,16-Feb-20
Aberdeen City,HSC partnership,140,Quintile 4,131,-6.4,16-Feb-20
Aberdeen City,HSC partnership,244,Quintile 5 - least deprived,260,6.6,16-Feb-20
Aberdeenshire,HSC partnership,12,Quintile 1 - most deprived,6,-50,16-Feb-20
Aberdeenshire,HSC partnership,41.5,Quintile 2,36,-13.3,16-Feb-20
Aberdeenshire,HSC partnership,86.5,Quintile 3,85,-1.7,16-Feb-20
Aberdeenshire,HSC partnership,191.5,Quintile 4,171,-10.7,16-Feb-20
Aberdeenshire,HSC partnership,193.5,Quintile 5 - least deprived,201,3.9,16-Feb-20
Angus,HSC partnership,18,Quintile 1 - most deprived,20,11.1,16-Feb-20
Angus,HSC partnership,40,Quintile 2,23,-42.5,16-Feb-20
Angus,HSC partnership,63,Quintile 3,79,25.4,16-Feb-20
Angus,HSC partnership,45,Quintile 4,42,-6.7,16-Feb-20
Angus,HSC partnership,39.5,Quintile 5 - least deprived,36,-8.9,16-Feb-20
Argyll & Bute,HSC partnership,20,Quintile 1 - most deprived,15,-25,16-Feb-20
Argyll & Bute,HSC partnership,39.5,Quintile 2,35,-11.4,16-Feb-20
Argyll & Bute,HSC partnership,91,Quintile 3,70,-23.1,16-Feb-20
Argyll & Bute,HSC partnership,68.5,Quintile 4,47,-31.4,16-Feb-20
Argyll & Bute,HSC partnership,19.5,Quintile 5 - least deprived,14,-28.2,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,101.5,Quintile 1 - most deprived,119,17.2,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,101,Quintile 2,94,-6.9,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,67,Quintile 3,72,7.5,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,68,Quintile 4,90,32.4,16-Feb-20
Clackmannanshire & Stirling,HSC partnership,62.5,Quintile 5 - least deprived,62,-0.8,16-Feb-20
Dumfries & Galloway,HSC partnership,130.5,Quintile 1 - most deprived,125,-4.2,16-Feb-20
Dumfries & Galloway,HSC partnership,285.5,Quintile 2,293,2.6,16-Feb-20
Dumfries & Galloway,HSC partnership,274,Quintile 3,265,-3.3,16-Feb-20
Dumfries & Galloway,HSC partnership,94,Quintile 4,98,4.3,16-Feb-20
Dumfries & Galloway,HSC partnership,60.5,Quintile 5 - least deprived,63,4.1,16-Feb-20
Dundee City,HSC partnership,240.5,Quintile 1 - most deprived,258,7.3,16-Feb-20
Dundee City,HSC partnership,124,Quintile 2,103,-16.9,16-Feb-20
Dundee City,HSC partnership,59,Quintile 3,45,-23.7,16-Feb-20
Dundee City,HSC partnership,70.5,Quintile 4,70,-0.7,16-Feb-20
Dundee City,HSC partnership,71.5,Quintile 5 - least deprived,54,-24.5,16-Feb-20
East Ayrshire,HSC partnership,279,Quintile 1 - most deprived,226,-19,16-Feb-20
East Ayrshire,HSC partnership,199.5,Quintile 2,183,-8.3,16-Feb-20
East Ayrshire,HSC partnership,93.5,Quintile 3,107,14.4,16-Feb-20
East Ayrshire,HSC partnership,74,Quintile 4,65,-12.2,16-Feb-20
East Ayrshire,HSC partnership,58.5,Quintile 5 - least deprived,51,-12.8,16-Feb-20
East Dunbartonshire,HSC partnership,30,Quintile 1 - most deprived,28,-6.7,16-Feb-20
East Dunbartonshire,HSC partnership,83.5,Quintile 2,74,-11.4,16-Feb-20
East Dunbartonshire,HSC partnership,26.5,Quintile 3,25,-5.7,16-Feb-20
East Dunbartonshire,HSC partnership,60.5,Quintile 4,62,2.5,16-Feb-20
East Dunbartonshire,HSC partnership,172.5,Quintile 5 - least deprived,151,-12.5,16-Feb-20
East Lothian,HSC partnership,26,Quintile 1 - most deprived,24,-7.7,16-Feb-20
East Lothian,HSC partnership,155,Quintile 2,133,-14.2,16-Feb-20
East Lothian,HSC partnership,89,Quintile 3,74,-16.9,16-Feb-20
East Lothian,HSC partnership,116.5,Quintile 4,98,-15.9,16-Feb-20
East Lothian,HSC partnership,68,Quintile 5 - least deprived,50,-26.5,16-Feb-20
East Renfrewshire,HSC partnership,52,Quintile 1 - most deprived,50,-3.8,16-Feb-20
East Renfrewshire,HSC partnership,49.5,Quintile 2,43,-13.1,16-Feb-20
East Renfrewshire,HSC partnership,54,Quintile 3,53,-1.9,16-Feb-20
East Renfrewshire,HSC partnership,61.5,Quintile 4,66,7.3,16-Feb-20
East Renfrewshire,HSC partnership,185.5,Quintile 5 - least deprived,149,-19.7,16-Feb-20
Edinburgh,HSC partnership,467,Quintile 1 - most deprived,434,-7.1,16-Feb-20
Edinburgh,HSC partnership,362,Quintile 2,332,-8.3,16-Feb-20
Edinburgh,HSC partnership,308,Quintile 3,236,-23.4,16-Feb-20
Edinburgh,HSC partnership,309.5,Quintile 4,335,8.2,16-Feb-20
Edinburgh,HSC partnership,599,Quintile 5 - least deprived,577,-3.7,16-Feb-20
Falkirk,HSC partnership,148.5,Quintile 1 - most deprived,141,-5.1,16-Feb-20
Falkirk,HSC partnership,227.5,Quintile 2,241,5.9,16-Feb-20
Falkirk,HSC partnership,136,Quintile 3,140,2.9,16-Feb-20
Falkirk,HSC partnership,109.5,Quintile 4,113,3.2,16-Feb-20
Falkirk,HSC partnership,97.5,Quintile 5 - least deprived,112,14.9,16-Feb-20
Fife,HSC partnership,413.5,Quintile 1 - most deprived,409,-1.1,16-Feb-20
Fife,HSC partnership,325,Quintile 2,316,-2.8,16-Feb-20
Fife,HSC partnership,281.5,Quintile 3,266,-5.5,16-Feb-20
Fife,HSC partnership,179,Quintile 4,141,-21.2,16-Feb-20
Fife,HSC partnership,174.5,Quintile 5 - least deprived,166,-4.9,16-Feb-20
Glasgow City,HSC partnership,2046.5,Quintile 1 - most deprived,1915,-6.4,16-Feb-20
Glasgow City,HSC partnership,556.5,Quintile 2,511,-8.2,16-Feb-20
Glasgow City,HSC partnership,362,Quintile 3,293,-19.1,16-Feb-20
Glasgow City,HSC partnership,253.5,Quintile 4,216,-14.8,16-Feb-20
Glasgow City,HSC partnership,186.5,Quintile 5 - least deprived,198,6.2,16-Feb-20
Highland,HSC partnership,110.5,Quintile 1 - most deprived,104,-5.9,16-Feb-20
Highland,HSC partnership,182.5,Quintile 2,202,10.7,16-Feb-20
Highland,HSC partnership,265,Quintile 3,220,-17,16-Feb-20
Highland,HSC partnership,258,Quintile 4,265,2.7,16-Feb-20
Highland,HSC partnership,85,Quintile 5 - least deprived,78,-8.2,16-Feb-20
Inverclyde,HSC partnership,285,Quintile 1 - most deprived,289,1.4,16-Feb-20
Inverclyde,HSC partnership,86.5,Quintile 2,60,-30.6,16-Feb-20
Inverclyde,HSC partnership,75.5,Quintile 3,80,6,16-Feb-20
Inverclyde,HSC partnership,70,Quintile 4,84,20,16-Feb-20
Inverclyde,HSC partnership,44.5,Quintile 5 - least deprived,53,19.1,16-Feb-20
Midlothian,HSC partnership,66,Quintile 1 - most deprived,58,-12.1,16-Feb-20
Midlothian,HSC partnership,189,Quintile 2,171,-9.5,16-Feb-20
Midlothian,HSC partnership,117.5,Quintile 3,138,17.4,16-Feb-20
Midlothian,HSC partnership,72,Quintile 4,58,-19.4,16-Feb-20
Midlothian,HSC partnership,59,Quintile 5 - least deprived,60,1.7,16-Feb-20
Moray,HSC partnership,93,Quintile 2,89,-4.3,16-Feb-20
Moray,HSC partnership,128,Quintile 3,127,-0.8,16-Feb-20
Moray,HSC partnership,158.5,Quintile 4,143,-9.8,16-Feb-20
Moray,HSC partnership,70.5,Quintile 5 - least deprived,75,6.4,16-Feb-20
NHS Ayrshire & Arran,Health board,815,Quintile 1 - most deprived,672,-17.5,16-Feb-20
NHS Ayrshire & Arran,Health board,522,Quintile 2,457,-12.5,16-Feb-20
NHS Ayrshire & Arran,Health board,286.5,Quintile 3,282,-1.6,16-Feb-20
NHS Ayrshire & Arran,Health board,220.5,Quintile 4,179,-18.8,16-Feb-20
NHS Ayrshire & Arran,Health board,192.5,Quintile 5 - least deprived,184,-4.4,16-Feb-20
NHS Borders,Health board,43,Quintile 1 - most deprived,38,-11.6,16-Feb-20
NHS Borders,Health board,99,Quintile 2,86,-13.1,16-Feb-20
NHS Borders,Health board,170,Quintile 3,187,10,16-Feb-20
NHS Borders,Health board,174.5,Quintile 4,170,-2.6,16-Feb-20
NHS Borders,Health board,37,Quintile 5 - least deprived,60,62.2,16-Feb-20
NHS Dumfries & Galloway,Health board,132.5,Quintile 1 - most deprived,127,-4.2,16-Feb-20
NHS Dumfries & Galloway,Health board,287,Quintile 2,295,2.8,16-Feb-20
NHS Dumfries & Galloway,Health board,271,Quintile 3,264,-2.6,16-Feb-20
NHS Dumfries & Galloway,Health board,97.5,Quintile 4,96,-1.5,16-Feb-20
NHS Dumfries & Galloway,Health board,62,Quintile 5 - least deprived,65,4.8,16-Feb-20
NHS Fife,Health board,405,Quintile 1 - most deprived,398,-1.7,16-Feb-20
NHS Fife,Health board,309.5,Quintile 2,300,-3.1,16-Feb-20
NHS Fife,Health board,239,Quintile 3,231,-3.3,16-Feb-20
NHS Fife,Health board,140,Quintile 4,116,-17.1,16-Feb-20
NHS Fife,Health board,139.5,Quintile 5 - least deprived,135,-3.2,16-Feb-20
NHS Forth Valley,Health board,251.5,Quintile 1 - most deprived,267,6.2,16-Feb-20
NHS Forth Valley,Health board,336,Quintile 2,341,1.5,16-Feb-20
NHS Forth Valley,Health board,211,Quintile 3,217,2.8,16-Feb-20
NHS Forth Valley,Health board,181,Quintile 4,200,10.5,16-Feb-20
NHS Forth Valley,Health board,158,Quintile 5 - least deprived,167,5.7,16-Feb-20
NHS Grampian,Health board,126,Quintile 1 - most deprived,109,-13.5,16-Feb-20
NHS Grampian,Health board,363,Quintile 2,354,-2.5,16-Feb-20
NHS Grampian,Health board,345,Quintile 3,340,-1.4,16-Feb-20
NHS Grampian,Health board,490.5,Quintile 4,449,-8.5,16-Feb-20
NHS Grampian,Health board,507,Quintile 5 - least deprived,517,2,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,3129,Quintile 1 - most deprived,2940,-6,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,1240.5,Quintile 2,1150,-7.3,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,857.5,Quintile 3,754,-12.1,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,749.5,Quintile 4,731,-2.5,16-Feb-20
NHS Greater Glasgow & Clyde,Health board,808,Quintile 5 - least deprived,726,-10.1,16-Feb-20
NHS Highland,Health board,123,Quintile 1 - most deprived,114,-7.3,16-Feb-20
NHS Highland,Health board,213.5,Quintile 2,222,4,16-Feb-20
NHS Highland,Health board,318,Quintile 3,272,-14.5,16-Feb-20
NHS Highland,Health board,300,Quintile 4,290,-3.3,16-Feb-20
NHS Highland,Health board,93.5,Quintile 5 - least deprived,98,4.8,16-Feb-20
NHS Lanarkshire,Health board,1287,Quintile 1 - most deprived,1187,-7.8,16-Feb-20
NHS Lanarkshire,Health board,1120,Quintile 2,985,-12.1,16-Feb-20
NHS Lanarkshire,Health board,655.5,Quintile 3,654,-0.2,16-Feb-20
NHS Lanarkshire,Health board,470.5,Quintile 4,425,-9.7,16-Feb-20
NHS Lanarkshire,Health board,325,Quintile 5 - least deprived,301,-7.4,16-Feb-20
NHS Lothian,Health board,804,Quintile 1 - most deprived,759,-5.6,16-Feb-20
NHS Lothian,Health board,1056,Quintile 2,931,-11.8,16-Feb-20
NHS Lothian,Health board,757,Quintile 3,703,-7.1,16-Feb-20
NHS Lothian,Health board,686,Quintile 4,630,-8.2,16-Feb-20
NHS Lothian,Health board,859.5,Quintile 5 - least deprived,814,-5.3,16-Feb-20
NHS Orkney,Health board,21.5,Quintile 2,28,30.2,16-Feb-20
NHS Orkney,Health board,35.5,Quintile 3,37,4.2,16-Feb-20
NHS Orkney,Health board,47.5,Quintile 4,50,5.3,16-Feb-20
NHS Orkney,Health board,10,Quintile 5 - least deprived,6,-40,16-Feb-20
NHS Shetland,Health board,6,Quintile 2,7,16.7,16-Feb-20
NHS Shetland,Health board,38.5,Quintile 3,42,9.1,16-Feb-20
NHS Shetland,Health board,90,Quintile 4,97,7.8,16-Feb-20
NHS Tayside,Health board,316,Quintile 1 - most deprived,321,1.6,16-Feb-20
NHS Tayside,Health board,260.5,Quintile 2,209,-19.8,16-Feb-20
NHS Tayside,Health board,259,Quintile 3,243,-6.2,16-Feb-20
NHS Tayside,Health board,340.5,Quintile 4,299,-12.2,16-Feb-20
NHS Tayside,Health board,231.5,Quintile 5 - least deprived,179,-22.7,16-Feb-20
NHS Western Isles,Health board,28,Quintile 2,25,-10.7,16-Feb-20
NHS Western Isles,Health board,77,Quintile 3,73,-5.2,16-Feb-20
NHS Western Isles,Health board,12,Quintile 4,12,0,16-Feb-20
North Ayrshire,HSC partnership,379.5,Quintile 1 - most deprived,320,-15.7,16-Feb-20
North Ayrshire,HSC partnership,154,Quintile 2,138,-10.4,16-Feb-20
North Ayrshire,HSC partnership,69,Quintile 3,66,-4.3,16-Feb-20
North Ayrshire,HSC partnership,79.5,Quintile 4,75,-5.7,16-Feb-20
North Ayrshire,HSC partnership,43.5,Quintile 5 - least deprived,44,1.1,16-Feb-20
North Lanarkshire,HSC partnership,904.5,Quintile 1 - most deprived,843,-6.8,16-Feb-20
North Lanarkshire,HSC partnership,663,Quintile 2,628,-5.3,16-Feb-20
North Lanarkshire,HSC partnership,356.5,Quintile 3,341,-4.3,16-Feb-20
North Lanarkshire,HSC partnership,218,Quintile 4,211,-3.2,16-Feb-20
North Lanarkshire,HSC partnership,121,Quintile 5 - least deprived,107,-11.6,16-Feb-20
Orkney Islands,HSC partnership,22.5,Quintile 2,26,15.6,16-Feb-20
Orkney Islands,HSC partnership,36,Quintile 3,37,2.8,16-Feb-20
