Area_name,Area_type,Average_2018_2019,Category,Count,Type,Variation (%),Week_ending
NHS Tayside,Health board,346.5,Quintile 1 - most deprived,266,Deprivation,-23.2,05 Jul 20
NHS Tayside,Health board,267.5,Quintile 2,209,Deprivation,-21.9,05 Jul 20
NHS Tayside,Health board,284,Quintile 3,221,Deprivation,-22.2,05 Jul 20
NHS Tayside,Health board,353.5,Quintile 4,265,Deprivation,-25,05 Jul 20
NHS Tayside,Health board,228,Quintile 5 - least deprived,164,Deprivation,-28.1,05 Jul 20
NHS Western Isles,Health board,29.5,Quintile 2,9,Deprivation,-69.5,05 Jul 20
NHS Western Isles,Health board,90,Quintile 3,57,Deprivation,-36.7,05 Jul 20
NHS Western Isles,Health board,17.5,Quintile 4,10,Deprivation,-42.9,05 Jul 20
North Ayrshire,HSC partnership,387,Quintile 1 - most deprived,322,Deprivation,-16.8,05 Jul 20
North Ayrshire,HSC partnership,164,Quintile 2,132,Deprivation,-19.5,05 Jul 20
North Ayrshire,HSC partnership,89,Quintile 3,87,Deprivation,-2.2,05 Jul 20
North Ayrshire,HSC partnership,81.5,Quintile 4,70,Deprivation,-14.1,05 Jul 20
North Ayrshire,HSC partnership,48.5,Quintile 5 - least deprived,42,Deprivation,-13.4,05 Jul 20
North Lanarkshire,HSC partnership,992,Quintile 1 - most deprived,803,Deprivation,-19.1,05 Jul 20
North Lanarkshire,HSC partnership,688,Quintile 2,538,Deprivation,-21.8,05 Jul 20
North Lanarkshire,HSC partnership,386.5,Quintile 3,319,Deprivation,-17.5,05 Jul 20
North Lanarkshire,HSC partnership,219,Quintile 4,187,Deprivation,-14.6,05 Jul 20
North Lanarkshire,HSC partnership,129.5,Quintile 5 - least deprived,94,Deprivation,-27.4,05 Jul 20
Orkney Islands,HSC partnership,18,Quintile 2,14,Deprivation,-22.2,05 Jul 20
Orkney Islands,HSC partnership,42,Quintile 3,22,Deprivation,-47.6,05 Jul 20
Orkney Islands,HSC partnership,53.5,Quintile 4,55,Deprivation,2.8,05 Jul 20
Orkney Islands,HSC partnership,9,Quintile 5 - least deprived,10,Deprivation,11.1,05 Jul 20
Perth & Kinross,HSC partnership,55,Quintile 1 - most deprived,45,Deprivation,-18.2,05 Jul 20
Perth & Kinross,HSC partnership,92.5,Quintile 2,74,Deprivation,-20,05 Jul 20
Perth & Kinross,HSC partnership,135,Quintile 3,96,Deprivation,-28.9,05 Jul 20
Perth & Kinross,HSC partnership,209.5,Quintile 4,159,Deprivation,-24.1,05 Jul 20
Perth & Kinross,HSC partnership,89,Quintile 5 - least deprived,56,Deprivation,-37.1,05 Jul 20
Renfrewshire,HSC partnership,404,Quintile 1 - most deprived,268,Deprivation,-33.7,05 Jul 20
Renfrewshire,HSC partnership,237,Quintile 2,136,Deprivation,-42.6,05 Jul 20
Renfrewshire,HSC partnership,201,Quintile 3,134,Deprivation,-33.3,05 Jul 20
Renfrewshire,HSC partnership,161.5,Quintile 4,92,Deprivation,-43,05 Jul 20
Renfrewshire,HSC partnership,133.5,Quintile 5 - least deprived,110,Deprivation,-17.6,05 Jul 20
Scotland,Scotland,7870.5,Quintile 1 - most deprived,5940,Deprivation,-24.5,05 Jul 20
Scotland,Scotland,6128,Quintile 2,4595,Deprivation,-25,05 Jul 20
Scotland,Scotland,4677.5,Quintile 3,3634,Deprivation,-22.3,05 Jul 20
Scotland,Scotland,4153,Quintile 4,3128,Deprivation,-24.7,05 Jul 20
Scotland,Scotland,3439,Quintile 5 - least deprived,2615,Deprivation,-24,05 Jul 20
Scottish Borders,HSC partnership,60,Quintile 1 - most deprived,37,Deprivation,-38.3,05 Jul 20
Scottish Borders,HSC partnership,119.5,Quintile 2,90,Deprivation,-24.7,05 Jul 20
Scottish Borders,HSC partnership,194.5,Quintile 3,176,Deprivation,-9.5,05 Jul 20
Scottish Borders,HSC partnership,192,Quintile 4,146,Deprivation,-24,05 Jul 20
Scottish Borders,HSC partnership,43.5,Quintile 5 - least deprived,36,Deprivation,-17.2,05 Jul 20
Shetland Islands,HSC partnership,41,Quintile 3,38,Deprivation,-7.3,05 Jul 20
Shetland Islands,HSC partnership,90,Quintile 4,66,Deprivation,-26.7,05 Jul 20
South Ayrshire,HSC partnership,189,Quintile 1 - most deprived,117,Deprivation,-38.1,05 Jul 20
South Ayrshire,HSC partnership,197,Quintile 2,163,Deprivation,-17.3,05 Jul 20
South Ayrshire,HSC partnership,126.5,Quintile 3,103,Deprivation,-18.6,05 Jul 20
South Ayrshire,HSC partnership,68.5,Quintile 4,52,Deprivation,-24.1,05 Jul 20
South Ayrshire,HSC partnership,107,Quintile 5 - least deprived,75,Deprivation,-29.9,05 Jul 20
South Lanarkshire,HSC partnership,503,Quintile 1 - most deprived,428,Deprivation,-14.9,05 Jul 20
South Lanarkshire,HSC partnership,571.5,Quintile 2,468,Deprivation,-18.1,05 Jul 20
South Lanarkshire,HSC partnership,367,Quintile 3,322,Deprivation,-12.3,05 Jul 20
South Lanarkshire,HSC partnership,339,Quintile 4,243,Deprivation,-28.3,05 Jul 20
South Lanarkshire,HSC partnership,215.5,Quintile 5 - least deprived,158,Deprivation,-26.7,05 Jul 20
West Dunbartonshire,HSC partnership,172,Quintile 1 - most deprived,162,Deprivation,-5.8,05 Jul 20
West Dunbartonshire,HSC partnership,96.5,Quintile 2,64,Deprivation,-33.7,05 Jul 20
West Dunbartonshire,HSC partnership,48.5,Quintile 3,28,Deprivation,-42.3,05 Jul 20
West Dunbartonshire,HSC partnership,38,Quintile 4,28,Deprivation,-26.3,05 Jul 20
West Dunbartonshire,HSC partnership,8,Quintile 5 - least deprived,6,Deprivation,-25,05 Jul 20
West Lothian,HSC partnership,247,Quintile 1 - most deprived,187,Deprivation,-24.3,05 Jul 20
West Lothian,HSC partnership,325,Quintile 2,244,Deprivation,-24.9,05 Jul 20
West Lothian,HSC partnership,208,Quintile 3,202,Deprivation,-2.9,05 Jul 20
West Lothian,HSC partnership,150.5,Quintile 4,137,Deprivation,-9,05 Jul 20
West Lothian,HSC partnership,126,Quintile 5 - least deprived,101,Deprivation,-19.8,05 Jul 20
Western Isles,HSC partnership,28,Quintile 2,9,Deprivation,-67.9,05 Jul 20
Western Isles,HSC partnership,94.5,Quintile 3,58,Deprivation,-38.6,05 Jul 20
Western Isles,HSC partnership,12,Quintile 4,10,Deprivation,-16.7,05 Jul 20
Aberdeen City,HSC partnership,134.5,Quintile 1 - most deprived,66,Deprivation,-50.9,12 Jul 20
Aberdeen City,HSC partnership,269,Quintile 2,201,Deprivation,-25.3,12 Jul 20
Aberdeen City,HSC partnership,161,Quintile 3,120,Deprivation,-25.5,12 Jul 20
Aberdeen City,HSC partnership,112,Quintile 4,125,Deprivation,11.6,12 Jul 20
Aberdeen City,HSC partnership,238,Quintile 5 - least deprived,195,Deprivation,-18.1,12 Jul 20
Aberdeenshire,HSC partnership,11.5,Quintile 1 - most deprived,12,Deprivation,4.3,12 Jul 20
Aberdeenshire,HSC partnership,33,Quintile 2,43,Deprivation,30.3,12 Jul 20
Aberdeenshire,HSC partnership,111,Quintile 3,103,Deprivation,-7.2,12 Jul 20
Aberdeenshire,HSC partnership,208.5,Quintile 4,200,Deprivation,-4.1,12 Jul 20
Aberdeenshire,HSC partnership,190,Quintile 5 - least deprived,177,Deprivation,-6.8,12 Jul 20
Angus,HSC partnership,23,Quintile 1 - most deprived,18,Deprivation,-21.7,12 Jul 20
Angus,HSC partnership,32.5,Quintile 2,39,Deprivation,20,12 Jul 20
Angus,HSC partnership,62.5,Quintile 3,74,Deprivation,18.4,12 Jul 20
Angus,HSC partnership,49,Quintile 4,56,Deprivation,14.3,12 Jul 20
Angus,HSC partnership,37,Quintile 5 - least deprived,35,Deprivation,-5.4,12 Jul 20
Argyll & Bute,HSC partnership,18,Quintile 1 - most deprived,12,Deprivation,-33.3,12 Jul 20
Argyll & Bute,HSC partnership,49,Quintile 2,32,Deprivation,-34.7,12 Jul 20
Argyll & Bute,HSC partnership,82.5,Quintile 3,61,Deprivation,-26.1,12 Jul 20
Argyll & Bute,HSC partnership,62.5,Quintile 4,38,Deprivation,-39.2,12 Jul 20
Argyll & Bute,HSC partnership,16,Quintile 5 - least deprived,7,Deprivation,-56.2,12 Jul 20
Clackmannanshire & Stirling,HSC partnership,111.5,Quintile 1 - most deprived,89,Deprivation,-20.2,12 Jul 20
Clackmannanshire & Stirling,HSC partnership,107.5,Quintile 2,77,Deprivation,-28.4,12 Jul 20
Clackmannanshire & Stirling,HSC partnership,69.5,Quintile 3,58,Deprivation,-16.5,12 Jul 20
Clackmannanshire & Stirling,HSC partnership,86.5,Quintile 4,67,Deprivation,-22.5,12 Jul 20
Clackmannanshire & Stirling,HSC partnership,73.5,Quintile 5 - least deprived,51,Deprivation,-30.6,12 Jul 20
Dumfries & Galloway,HSC partnership,126,Quintile 1 - most deprived,97,Deprivation,-23,12 Jul 20
Dumfries & Galloway,HSC partnership,305,Quintile 2,231,Deprivation,-24.3,12 Jul 20
Dumfries & Galloway,HSC partnership,282.5,Quintile 3,218,Deprivation,-22.8,12 Jul 20
Dumfries & Galloway,HSC partnership,105,Quintile 4,87,Deprivation,-17.1,12 Jul 20
Dumfries & Galloway,HSC partnership,53,Quintile 5 - least deprived,48,Deprivation,-9.4,12 Jul 20
Dundee City,HSC partnership,268.5,Quintile 1 - most deprived,270,Deprivation,0.6,12 Jul 20
Dundee City,HSC partnership,120,Quintile 2,109,Deprivation,-9.2,12 Jul 20
Dundee City,HSC partnership,61.5,Quintile 3,44,Deprivation,-28.5,12 Jul 20
Dundee City,HSC partnership,65,Quintile 4,61,Deprivation,-6.2,12 Jul 20
Dundee City,HSC partnership,49,Quintile 5 - least deprived,52,Deprivation,6.1,12 Jul 20
East Ayrshire,HSC partnership,284,Quintile 1 - most deprived,262,Deprivation,-7.7,12 Jul 20
East Ayrshire,HSC partnership,194,Quintile 2,189,Deprivation,-2.6,12 Jul 20
East Ayrshire,HSC partnership,106,Quintile 3,98,Deprivation,-7.5,12 Jul 20
East Ayrshire,HSC partnership,82.5,Quintile 4,91,Deprivation,10.3,12 Jul 20
East Ayrshire,HSC partnership,53.5,Quintile 5 - least deprived,56,Deprivation,4.7,12 Jul 20
East Dunbartonshire,HSC partnership,37.5,Quintile 1 - most deprived,20,Deprivation,-46.7,12 Jul 20
East Dunbartonshire,HSC partnership,78,Quintile 2,68,Deprivation,-12.8,12 Jul 20
East Dunbartonshire,HSC partnership,24.5,Quintile 3,21,Deprivation,-14.3,12 Jul 20
East Dunbartonshire,HSC partnership,71.5,Quintile 4,40,Deprivation,-44.1,12 Jul 20
East Dunbartonshire,HSC partnership,186.5,Quintile 5 - least deprived,125,Deprivation,-33,12 Jul 20
East Lothian,HSC partnership,22.5,Quintile 1 - most deprived,25,Deprivation,11.1,12 Jul 20
East Lothian,HSC partnership,170,Quintile 2,125,Deprivation,-26.5,12 Jul 20
East Lothian,HSC partnership,95,Quintile 3,76,Deprivation,-20,12 Jul 20
East Lothian,HSC partnership,108,Quintile 4,99,Deprivation,-8.3,12 Jul 20
East Lothian,HSC partnership,53,Quintile 5 - least deprived,66,Deprivation,24.5,12 Jul 20
East Renfrewshire,HSC partnership,50.5,Quintile 1 - most deprived,27,Deprivation,-46.5,12 Jul 20
East Renfrewshire,HSC partnership,54,Quintile 2,41,Deprivation,-24.1,12 Jul 20
East Renfrewshire,HSC partnership,42.5,Quintile 3,44,Deprivation,3.5,12 Jul 20
East Renfrewshire,HSC partnership,62,Quintile 4,57,Deprivation,-8.1,12 Jul 20
East Renfrewshire,HSC partnership,172.5,Quintile 5 - least deprived,180,Deprivation,4.3,12 Jul 20
Edinburgh,HSC partnership,441,Quintile 1 - most deprived,400,Deprivation,-9.3,12 Jul 20
Edinburgh,HSC partnership,332,Quintile 2,338,Deprivation,1.8,12 Jul 20
Edinburgh,HSC partnership,280,Quintile 3,201,Deprivation,-28.2,12 Jul 20
Edinburgh,HSC partnership,260.5,Quintile 4,247,Deprivation,-5.2,12 Jul 20
Edinburgh,HSC partnership,528.5,Quintile 5 - least deprived,451,Deprivation,-14.7,12 Jul 20
Falkirk,HSC partnership,170,Quintile 1 - most deprived,127,Deprivation,-25.3,12 Jul 20
Falkirk,HSC partnership,248,Quintile 2,167,Deprivation,-32.7,12 Jul 20
Falkirk,HSC partnership,136,Quintile 3,92,Deprivation,-32.4,12 Jul 20
Falkirk,HSC partnership,120,Quintile 4,79,Deprivation,-34.2,12 Jul 20
Falkirk,HSC partnership,118.5,Quintile 5 - least deprived,65,Deprivation,-45.1,12 Jul 20
Fife,HSC partnership,469.5,Quintile 1 - most deprived,352,Deprivation,-25,12 Jul 20
Fife,HSC partnership,348.5,Quintile 2,270,Deprivation,-22.5,12 Jul 20
Fife,HSC partnership,274.5,Quintile 3,222,Deprivation,-19.1,12 Jul 20
Fife,HSC partnership,185.5,Quintile 4,152,Deprivation,-18.1,12 Jul 20
Fife,HSC partnership,162,Quintile 5 - least deprived,139,Deprivation,-14.2,12 Jul 20
Glasgow City,HSC partnership,2085.5,Quintile 1 - most deprived,1447,Deprivation,-30.6,12 Jul 20
Glasgow City,HSC partnership,575,Quintile 2,428,Deprivation,-25.6,12 Jul 20
Glasgow City,HSC partnership,353.5,Quintile 3,254,Deprivation,-28.1,12 Jul 20
Glasgow City,HSC partnership,220,Quintile 4,202,Deprivation,-8.2,12 Jul 20
Glasgow City,HSC partnership,188.5,Quintile 5 - least deprived,124,Deprivation,-34.2,12 Jul 20
Highland,HSC partnership,105.5,Quintile 1 - most deprived,113,Deprivation,7.1,12 Jul 20
Highland,HSC partnership,211.5,Quintile 2,184,Deprivation,-13,12 Jul 20
Highland,HSC partnership,252.5,Quintile 3,228,Deprivation,-9.7,12 Jul 20
Highland,HSC partnership,262.5,Quintile 4,248,Deprivation,-5.5,12 Jul 20
Highland,HSC partnership,69.5,Quintile 5 - least deprived,80,Deprivation,15.1,12 Jul 20
Inverclyde,HSC partnership,302,Quintile 1 - most deprived,229,Deprivation,-24.2,12 Jul 20
Inverclyde,HSC partnership,74,Quintile 2,64,Deprivation,-13.5,12 Jul 20
Inverclyde,HSC partnership,84.5,Quintile 3,53,Deprivation,-37.3,12 Jul 20
Inverclyde,HSC partnership,80,Quintile 4,49,Deprivation,-38.8,12 Jul 20
Inverclyde,HSC partnership,37.5,Quintile 5 - least deprived,36,Deprivation,-4,12 Jul 20
Midlothian,HSC partnership,64,Quintile 1 - most deprived,68,Deprivation,6.2,12 Jul 20
Midlothian,HSC partnership,195.5,Quintile 2,170,Deprivation,-13,12 Jul 20
Midlothian,HSC partnership,119.5,Quintile 3,88,Deprivation,-26.4,12 Jul 20
Midlothian,HSC partnership,75.5,Quintile 4,60,Deprivation,-20.5,12 Jul 20
Midlothian,HSC partnership,50.5,Quintile 5 - least deprived,44,Deprivation,-12.9,12 Jul 20
Moray,HSC partnership,12,Quintile 1 - most deprived,7,Deprivation,-41.7,12 Jul 20
Moray,HSC partnership,108,Quintile 2,70,Deprivation,-35.2,12 Jul 20
Moray,HSC partnership,130,Quintile 3,102,Deprivation,-21.5,12 Jul 20
Moray,HSC partnership,167,Quintile 4,145,Deprivation,-13.2,12 Jul 20
Moray,HSC partnership,75,Quintile 5 - least deprived,51,Deprivation,-32,12 Jul 20
NHS Ayrshire & Arran,Health board,830.5,Quintile 1 - most deprived,721,Deprivation,-13.2,12 Jul 20
NHS Ayrshire & Arran,Health board,546.5,Quintile 2,495,Deprivation,-9.4,12 Jul 20
NHS Ayrshire & Arran,Health board,317.5,Quintile 3,270,Deprivation,-15,12 Jul 20
NHS Ayrshire & Arran,Health board,235.5,Quintile 4,227,Deprivation,-3.6,12 Jul 20
NHS Ayrshire & Arran,Health board,190,Quintile 5 - least deprived,190,Deprivation,0,12 Jul 20
NHS Borders,Health board,46,Quintile 1 - most deprived,42,Deprivation,-8.7,12 Jul 20
NHS Borders,Health board,108,Quintile 2,72,Deprivation,-33.3,12 Jul 20
NHS Borders,Health board,197,Quintile 3,161,Deprivation,-18.3,12 Jul 20
NHS Borders,Health board,181.5,Quintile 4,146,Deprivation,-19.6,12 Jul 20
NHS Borders,Health board,58,Quintile 5 - least deprived,47,Deprivation,-19,12 Jul 20
NHS Dumfries & Galloway,Health board,141.5,Quintile 1 - most deprived,104,Deprivation,-26.5,12 Jul 20
NHS Dumfries & Galloway,Health board,314.5,Quintile 2,242,Deprivation,-23.1,12 Jul 20
NHS Dumfries & Galloway,Health board,288.5,Quintile 3,222,Deprivation,-23.1,12 Jul 20
NHS Dumfries & Galloway,Health board,114,Quintile 4,89,Deprivation,-21.9,12 Jul 20
NHS Dumfries & Galloway,Health board,59.5,Quintile 5 - least deprived,48,Deprivation,-19.3,12 Jul 20
NHS Fife,Health board,450.5,Quintile 1 - most deprived,349,Deprivation,-22.5,12 Jul 20
NHS Fife,Health board,330.5,Quintile 2,254,Deprivation,-23.1,12 Jul 20
NHS Fife,Health board,237,Quintile 3,191,Deprivation,-19.4,12 Jul 20
NHS Fife,Health board,144.5,Quintile 4,115,Deprivation,-20.4,12 Jul 20
NHS Fife,Health board,130.5,Quintile 5 - least deprived,114,Deprivation,-12.6,12 Jul 20
NHS Forth Valley,Health board,291,Quintile 1 - most deprived,218,Deprivation,-25.1,12 Jul 20
NHS Forth Valley,Health board,351.5,Quintile 2,256,Deprivation,-27.2,12 Jul 20
NHS Forth Valley,Health board,220,Quintile 3,158,Deprivation,-28.2,12 Jul 20
NHS Forth Valley,Health board,205,Quintile 4,151,Deprivation,-26.3,12 Jul 20
NHS Forth Valley,Health board,189,Quintile 5 - least deprived,117,Deprivation,-38.1,12 Jul 20
NHS Grampian,Health board,168,Quintile 1 - most deprived,88,Deprivation,-47.6,12 Jul 20
NHS Grampian,Health board,415,Quintile 2,316,Deprivation,-23.9,12 Jul 20
NHS Grampian,Health board,407,Quintile 3,325,Deprivation,-20.1,12 Jul 20
NHS Grampian,Health board,482.5,Quintile 4,470,Deprivation,-2.6,12 Jul 20
NHS Grampian,Health board,487,Quintile 5 - least deprived,422,Deprivation,-13.3,12 Jul 20
NHS Greater Glasgow & Clyde,Health board,3176.5,Quintile 1 - most deprived,2189,Deprivation,-31.1,12 Jul 20
NHS Greater Glasgow & Clyde,Health board,1213.5,Quintile 2,907,Deprivation,-25.3,12 Jul 20
NHS Greater Glasgow & Clyde,Health board,853.5,Quintile 3,599,Deprivation,-29.8,12 Jul 20
NHS Greater Glasgow & Clyde,Health board,751,Quintile 4,543,Deprivation,-27.7,12 Jul 20
NHS Greater Glasgow & Clyde,Health board,763,Quintile 5 - least deprived,576,Deprivation,-24.5,12 Jul 20
NHS Highland,Health board,124.5,Quintile 1 - most deprived,125,Deprivation,0.4,12 Jul 20
NHS Highland,Health board,250,Quintile 2,215,Deprivation,-14,12 Jul 20
NHS Highland,Health board,312.5,Quintile 3,275,Deprivation,-12,12 Jul 20
NHS Highland,Health board,300.5,Quintile 4,275,Deprivation,-8.5,12 Jul 20
NHS Highland,Health board,93.5,Quintile 5 - least deprived,88,Deprivation,-5.9,12 Jul 20
NHS Lanarkshire,Health board,1308,Quintile 1 - most deprived,1079,Deprivation,-17.5,12 Jul 20
NHS Lanarkshire,Health board,1111.5,Quintile 2,1022,Deprivation,-8.1,12 Jul 20
NHS Lanarkshire,Health board,666.5,Quintile 3,586,Deprivation,-12.1,12 Jul 20
NHS Lanarkshire,Health board,457,Quintile 4,450,Deprivation,-1.5,12 Jul 20
NHS Lanarkshire,Health board,322,Quintile 5 - least deprived,295,Deprivation,-8.4,12 Jul 20
NHS Lothian,Health board,753,Quintile 1 - most deprived,687,Deprivation,-8.8,12 Jul 20
NHS Lothian,Health board,1021.5,Quintile 2,928,Deprivation,-9.2,12 Jul 20
NHS Lothian,Health board,734.5,Quintile 3,553,Deprivation,-24.7,12 Jul 20
NHS Lothian,Health board,634,Quintile 4,537,Deprivation,-15.3,12 Jul 20
NHS Lothian,Health board,734.5,Quintile 5 - least deprived,661,Deprivation,-10,12 Jul 20
NHS Orkney,Health board,17,Quintile 2,9,Deprivation,-47.1,12 Jul 20
NHS Orkney,Health board,31.5,Quintile 3,27,Deprivation,-14.3,12 Jul 20
NHS Orkney,Health board,39.5,Quintile 4,58,Deprivation,46.8,12 Jul 20
NHS Orkney,Health board,13,Quintile 5 - least deprived,6,Deprivation,-53.8,12 Jul 20
NHS Shetland,Health board,42,Quintile 3,20,Deprivation,-52.4,12 Jul 20
NHS Shetland,Health board,82,Quintile 4,80,Deprivation,-2.4,12 Jul 20
NHS Tayside,Health board,347.5,Quintile 1 - most deprived,326,Deprivation,-6.2,12 Jul 20
NHS Tayside,Health board,254.5,Quintile 2,225,Deprivation,-11.6,12 Jul 20
NHS Tayside,Health board,286.5,Quintile 3,257,Deprivation,-10.3,12 Jul 20
NHS Tayside,Health board,344,Quintile 4,293,Deprivation,-14.8,12 Jul 20
NHS Tayside,Health board,196,Quintile 5 - least deprived,178,Deprivation,-9.2,12 Jul 20
NHS Western Isles,Health board,34.5,Quintile 2,13,Deprivation,-62.3,12 Jul 20
NHS Western Isles,Health board,84.5,Quintile 3,61,Deprivation,-27.8,12 Jul 20
NHS Western Isles,Health board,12,Quintile 4,7,Deprivation,-41.7,12 Jul 20
North Ayrshire,HSC partnership,390,Quintile 1 - most deprived,348,Deprivation,-10.8,12 Jul 20
North Ayrshire,HSC partnership,168.5,Quintile 2,166,Deprivation,-1.5,12 Jul 20
North Ayrshire,HSC partnership,77,Quintile 3,64,Deprivation,-16.9,12 Jul 20
North Ayrshire,HSC partnership,82.5,Quintile 4,57,Deprivation,-30.9,12 Jul 20
North Ayrshire,HSC partnership,50.5,Quintile 5 - least deprived,51,Deprivation,1,12 Jul 20
North Lanarkshire,HSC partnership,948.5,Quintile 1 - most deprived,736,Deprivation,-22.4,12 Jul 20
North Lanarkshire,HSC partnership,674,Quintile 2,594,Deprivation,-11.9,12 Jul 20
North Lanarkshire,HSC partnership,380.5,Quintile 3,334,Deprivation,-12.2,12 Jul 20
North Lanarkshire,HSC partnership,222.5,Quintile 4,203,Deprivation,-8.8,12 Jul 20
North Lanarkshire,HSC partnership,125,Quintile 5 - least deprived,105,Deprivation,-16,12 Jul 20
Orkney Islands,HSC partnership,18.5,Quintile 2,10,Deprivation,-45.9,12 Jul 20
Orkney Islands,HSC partnership,27.5,Quintile 3,27,Deprivation,-1.8,12 Jul 20
Orkney Islands,HSC partnership,43,Quintile 4,58,Deprivation,34.9,12 Jul 20
Orkney Islands,HSC partnership,10.5,Quintile 5 - least deprived,5,Deprivation,-52.4,12 Jul 20
Perth & Kinross,HSC partnership,49.5,Quintile 1 - most deprived,32,Deprivation,-35.4,12 Jul 20
Perth & Kinross,HSC partnership,95,Quintile 2,61,Deprivation,-35.8,12 Jul 20
Perth & Kinross,HSC partnership,132.5,Quintile 3,104,Deprivation,-21.5,12 Jul 20
Perth & Kinross,HSC partnership,202,Quintile 4,156,Deprivation,-22.8,12 Jul 20
Perth & Kinross,HSC partnership,73.5,Quintile 5 - least deprived,63,Deprivation,-14.3,12 Jul 20
Renfrewshire,HSC partnership,414.5,Quintile 1 - most deprived,266,Deprivation,-35.8,12 Jul 20
Renfrewshire,HSC partnership,204.5,Quintile 2,143,Deprivation,-30.1,12 Jul 20
Renfrewshire,HSC partnership,178,Quintile 3,127,Deprivation,-28.7,12 Jul 20
Renfrewshire,HSC partnership,159.5,Quintile 4,102,Deprivation,-36.1,12 Jul 20
Renfrewshire,HSC partnership,148.5,Quintile 5 - least deprived,102,Deprivation,-31.3,12 Jul 20
Scotland,Scotland,7639,Quintile 1 - most deprived,5929,Deprivation,-22.4,12 Jul 20
Scotland,Scotland,5977,Quintile 2,4958,Deprivation,-17,12 Jul 20
